DatasetOutFileName,label_sample,Region,cam,DateTimeOriginal,DateTime,DOY,Hour,Minute,Temperature,Flash,ExposureTime,weather,weather_desc,cis_fold,trans_fold,holdout,cis_prod_fold,DatasetAbsPath,DatasetLocalPath
000022.JPG,systematic,CH,C22,2021:07:30 07:04:54,30/07/2021 07:04,211,7,4,15,0,0.005650818,1,sunshine,5,4,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000022.JPG,./dataset_local/000022.png
000023.JPG,systematic,ZA,SA21,2021:12:24 07:03:55,24/12/2021 07:03,358,7,3,6,0,0.01374884,0,background,6,6,True,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000023.JPG,./dataset_local/000023.png
000024.JPG,systematic,ZA,SA05,2022:02:11 15:03:51,11/02/2022 15:03,42,15,3,8,0,0.028921509,1,sunshine,3,1,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000024.JPG,./dataset_local/000024.png
000025.JPG,strategic,ZA,SA10,2021:12:24 20:02:21,24/12/2021 20:02,358,20,2,2,1,0.06598553,3,hail,2,5,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000025.JPG,./dataset_local/000025.png
000026.JPG,systematic,ZA,SA24,2022:04:29 11:02:39,29/04/2022 11:02,119,11,2,15,0,0.001201355,0,background,3,1,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000026.JPG,./dataset_local/000026.png
000027.JPG,systematic,CH,C21,2021:06:25 13:01:13,25/06/2021 13:01,176,13,1,14,0,0.00115686,0,background,1,2,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000027.JPG,./dataset_local/000027.png
000028.JPG,strategic,CH,C08,2021:09:11 13:00:01,11/09/2021 13:00,254,13,0,16,0,0.002358215,0,background,6,6,True,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000028.JPG,./dataset_local/000028.png
000029.JPG,systematic,CH,C24,2021:10:22 10:03:07,22/10/2021 10:03,295,10,3,6,0,0.002536194,1,sunshine,6,6,True,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000029.JPG,./dataset_local/000029.png
000030.JPG,strategic,CH,C02,2021:10:10 13:00:00,10/10/2021 13:00,283,13,0,10,0,0.00124585,1,sunshine,6,6,True,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000030.JPG,./dataset_local/000030.png
000031.JPG,strategic,ZA,SA05,2021:12:17 02:02:16,17/12/2021 02:02,351,2,2,-1,1,0.06598553,3,hail,3,1,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000031.JPG,./dataset_local/000031.png
000032.JPG,systematic,ZA,SA06,2022:03:20 03:03:28,20/03/2022 03:03,79,3,3,3,1,0.06598553,0,background,1,1,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000032.JPG,./dataset_local/000032.png
000033.JPG,strategic,ZA,SA17,2021:12:16 18:02:48,16/12/2021 18:02,350,18,2,0,0,0.06598553,3,hail,6,6,True,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000033.JPG,./dataset_local/000033.png
000034.JPG,systematic,CH,C20,2021:08:03 18:04:57,03/08/2021 18:04,215,18,4,8,0,0.021268433,0,background,4,2,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000034.JPG,./dataset_local/000034.png
000035.JPG,systematic,ZA,SA17,2022:01:27 12:02:18,27/01/2022 12:02,27,12,2,15,0,0.001601807,1,sunshine,6,6,True,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000035.JPG,./dataset_local/000035.png
000036.JPG,strategic,CH,C02,2021:07:05 02:00:00,05/07/2021 02:00,186,2,0,6,1,0.065985535,0,background,6,6,True,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000036.JPG,./dataset_local/000036.png
000037.JPG,systematic,ZA,SA11,2022:01:18 22:04:49,18/01/2022 22:04,18,22,4,7,1,0.065985535,0,background,3,5,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000037.JPG,./dataset_local/000037.png
000038.JPG,systematic,ZA,SA15,2022:04:28 01:02:24,28/04/2022 01:02,118,1,2,-4,1,0.06598553,0,background,4,5,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000038.JPG,./dataset_local/000038.png
000039.JPG,strategic,ZA,SA06,2022:04:17 23:04:26,17/04/2022 23:04,107,23,4,-2,1,0.06598553,2,snow,2,1,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/000039.JPG,./dataset_local/000039.png
000040.JPG,systematic,CH,C22,2021:10:01 12:00:30,01/10/2021 12:00,274,12,0,14,0,0.000978882,1,sunshine,3,4,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000040.JPG,./dataset_local/000040.png
000041.JPG,strategic,CH,C05,2021:07:08 12:30:00,08/07/2021 12:30,189,12,30,7,0,0.022647766,3,hail,3,1,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000041.JPG,./dataset_local/000041.png
000042.JPG,systematic,ZA,SA23,2022:01:10 01:03:12,10/01/2022 01:03,10,1,3,11,1,0.065985535,0,background,5,4,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000042.JPG,./dataset_local/000042.png
000043.JPG,systematic,ZA,SA19,2022:03:25 21:03:23,25/03/2022 21:03,84,21,3,2,1,0.06598553,0,background,6,6,True,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000043.JPG,./dataset_local/000043.png
000044.JPG,strategic,ZA,SA08,2021:12:25 00:04:08,25/12/2021 00:04,359,0,4,1,1,0.06598553,3,hail,2,3,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000044.JPG,./dataset_local/000044.png
000045.JPG,systematic,CH,C19,2021:08:18 23:01:23,18/08/2021 23:01,230,23,1,9,1,0.06598553,0,background,5,3,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000045.JPG,./dataset_local/000045.png
000046.JPG,strategic,CH,C12,2021:07:26 12:00:00,26/07/2021 12:00,207,12,0,16,0,0.000667419,1,sunshine,2,1,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000046.JPG,./dataset_local/000046.png
000047.JPG,systematic,ZA,SA16,2021:11:25 23:02:11,25/11/2021 23:02,329,23,2,3,1,0.065985535,0,background,4,4,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000047.JPG,./dataset_local/000047.png
000048.JPG,systematic,CH,C19,2021:08:16 21:01:30,16/08/2021 21:01,228,21,1,10,1,0.06598553,0,background,3,3,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000048.JPG,./dataset_local/000048.png
000049.JPG,systematic,CH,C18,2021:10:18 00:02:29,18/10/2021 00:02,291,0,2,1,1,0.065985535,0,background,4,5,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000049.JPG,./dataset_local/000049.png
000050.JPG,strategic,ZA,SA01,2022:04:17 07:04:00,17/04/2022 07:04,107,7,4,-2,0,0.001334839,2,snow,3,2,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/000050.JPG,./dataset_local/000050.png
000051.JPG,systematic,CH,C21,2021:09:14 02:00:47,14/09/2021 02:00,257,2,0,9,1,0.06598553,0,background,3,2,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000051.JPG,./dataset_local/000051.png
000052.JPG,systematic,ZA,SA11,2022:01:01 05:01:40,01/01/2022 05:01,1,5,1,0,1,0.065985535,0,background,1,5,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000052.JPG,./dataset_local/000052.png
000053.JPG,systematic,ZA,SA25,2022:01:04 22:04:26,04/01/2022 22:04,4,22,4,14,1,0.065985535,0,background,2,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000053.JPG,./dataset_local/000053.png
000054.JPG,systematic,ZA,SA07,2022:02:01 07:00:13,01/02/2022 07:00,32,7,0,11,0,0.00240271,0,background,5,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000054.JPG,./dataset_local/000054.png
000055.JPG,strategic,CH,C20,2021:07:08 12:34:01,08/07/2021 12:34,189,12,34,5,0,0.020156067,3,hail,3,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000055.JPG,./dataset_local/000055.png
000056.JPG,systematic,ZA,SA09,2022:03:20 06:03:40,20/03/2022 06:03,79,6,3,2,1,0.06598553,0,background,1,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000056.JPG,./dataset_local/000056.png
000057.JPG,systematic,ZA,SA14,2022:04:11 08:02:15,11/04/2022 08:02,101,8,2,-1,0,0.01174658,2,snow,1,4,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/000057.JPG,./dataset_local/000057.png
000058.JPG,systematic,ZA,SA08,2022:03:01 11:03:44,01/03/2022 11:03,60,11,3,16,0,0.001201355,0,background,1,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000058.JPG,./dataset_local/000058.png
000059.JPG,systematic,ZA,SA21,2021:12:11 19:00:36,11/12/2021 19:00,345,19,0,17,1,0.065985535,0,background,6,6,True,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000059.JPG,./dataset_local/000059.png
000060.JPG,systematic,ZA,SA01,2022:03:14 17:00:00,14/03/2022 17:00,73,17,0,8,0,0.023582153,0,background,1,2,False,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000060.JPG,./dataset_local/000060.png
000061.JPG,strategic,ZA,SA18,2022:04:17 06:03:11,17/04/2022 06:03,107,6,3,-2,1,0.06598553,2,snow,6,6,True,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/000061.JPG,./dataset_local/000061.png
000062.JPG,systematic,ZA,SA01,2022:01:03 22:02:53,03/01/2022 22:02,3,22,2,5,1,0.065985535,0,background,3,2,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000062.JPG,./dataset_local/000062.png
000063.JPG,systematic,ZA,SA04,2022:03:19 00:02:20,19/03/2022 00:02,78,0,2,3,1,0.06598553,0,background,4,1,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000063.JPG,./dataset_local/000063.png
000064.JPG,systematic,CH,C23,2021:07:19 06:04:58,19/07/2021 06:04,200,6,4,8,0,0.04053461,1,sunshine,1,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000064.JPG,./dataset_local/000064.png
000065.JPG,systematic,CH,C22,2021:10:12 06:02:50,12/10/2021 06:02,285,6,2,0,1,0.06598553,0,background,3,4,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000065.JPG,./dataset_local/000065.png
000066.JPG,systematic,CH,C20,2021:10:18 19:04:55,18/10/2021 19:04,291,19,4,4,1,0.065985535,0,background,5,2,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000066.JPG,./dataset_local/000066.png
000067.JPG,systematic,ZA,SA04,2021:11:25 11:00:54,25/11/2021 11:00,329,11,0,6,0,0.001023376,0,background,3,1,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000067.JPG,./dataset_local/000067.png
000068.JPG,systematic,ZA,SA03,2021:12:08 23:01:02,08/12/2021 23:01,342,23,1,5,1,0.065985535,0,background,2,5,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000068.JPG,./dataset_local/000068.png
000069.JPG,systematic,ZA,SA18,2022:05:03 09:00:24,03/05/2022 09:00,123,9,0,6,0,0.00115686,1,sunshine,6,6,True,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000069.JPG,./dataset_local/000069.png
000070.JPG,strategic,CH,C16,2021:08:12 02:00:00,12/08/2021 02:00,224,2,0,9,1,0.065985535,0,background,3,2,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000070.JPG,./dataset_local/000070.png
000071.JPG,strategic,ZA,SA13,2021:11:22 18:02:42,22/11/2021 18:02,326,18,2,0,0,0.0115686,3,hail,1,4,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000071.JPG,./dataset_local/000071.png
000072.JPG,systematic,CH,C24,2021:09:19 02:01:30,19/09/2021 02:01,262,2,1,7,1,0.06598553,0,background,6,6,True,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000072.JPG,./dataset_local/000072.png
000073.JPG,strategic,CH,C14,2021:07:17 02:00:01,17/07/2021 02:00,198,2,0,11,1,0.06598553,0,background,5,5,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000073.JPG,./dataset_local/000073.png
000074.JPG,strategic,CH,C13,2021:10:23 13:00:00,23/10/2021 13:00,296,13,0,10,0,0.001112366,1,sunshine,5,1,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000074.JPG,./dataset_local/000074.png
000075.JPG,systematic,CH,C23,2021:07:26 21:01:16,26/07/2021 21:01,207,21,1,10,1,0.06598553,0,background,1,3,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000075.JPG,./dataset_local/000075.png
000076.JPG,strategic,CH,C05,2021:07:15 12:00:00,15/07/2021 12:00,196,12,0,10,0,0.001957764,0,background,2,1,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000076.JPG,./dataset_local/000076.png
000077.JPG,strategic,ZA,SA19,2021:12:16 19:02:19,16/12/2021 19:02,350,19,2,-1,1,0.06598553,3,hail,6,6,True,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000077.JPG,./dataset_local/000077.png
000078.JPG,systematic,ZA,SA23,2022:02:28 00:02:28,28/02/2022 00:02,59,0,2,8,1,0.065985535,0,background,2,4,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000078.JPG,./dataset_local/000078.png
000079.JPG,systematic,CH,C17,2021:07:11 08:02:51,11/07/2021 08:02,192,8,2,8,0,0.001423828,1,sunshine,4,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000079.JPG,./dataset_local/000079.png
000080.JPG,systematic,ZA,SA05,2022:02:18 22:00:01,18/02/2022 22:00,49,22,0,4,1,0.065985535,0,background,5,1,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000080.JPG,./dataset_local/000080.png
000081.JPG,strategic,CH,C21,2021:07:08 11:23:33,08/07/2021 11:23,189,11,23,10,0,0.01192456,0,background,3,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000081.JPG,./dataset_local/000081.png
000082.JPG,systematic,ZA,SA24,2022:01:06 23:04:53,06/01/2022 23:04,6,23,4,9,1,0.065985535,0,background,5,1,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000082.JPG,./dataset_local/000082.png
000083.JPG,systematic,CH,C19,2021:09:19 14:03:02,19/09/2021 14:03,262,14,3,8,0,0.0107677,0,background,5,3,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000083.JPG,./dataset_local/000083.png
000084.JPG,strategic,ZA,SA01,2022:04:17 17:04:15,17/04/2022 17:04,107,17,4,0,1,0.065985535,0,background,3,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000084.JPG,./dataset_local/000084.png
000085.JPG,systematic,ZA,SA09,2021:11:26 17:00:08,26/11/2021 17:00,330,17,0,2,0,0.007920044,0,background,5,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000085.JPG,./dataset_local/000085.png
000086.JPG,systematic,ZA,SA25,2022:01:11 04:00:50,11/01/2022 04:00,11,4,0,12,1,0.065985535,0,background,2,3,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000086.JPG,./dataset_local/000086.png
000087.JPG,systematic,ZA,SA08,2022:03:19 04:02:01,19/03/2022 04:02,78,4,2,2,1,0.06598553,0,background,2,3,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000087.JPG,./dataset_local/000087.png
000088.JPG,systematic,CH,C19,2021:07:19 18:04:33,19/07/2021 18:04,200,18,4,23,0,0.001779785,1,sunshine,4,3,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000088.JPG,./dataset_local/000088.png
000089.JPG,strategic,CH,C02,2021:07:08 12:00:00,08/07/2021 12:00,189,12,0,8,0,0.032258606,3,hail,6,6,True,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000089.JPG,./dataset_local/000089.png
000090.JPG,systematic,CH,C18,2021:09:11 13:03:03,11/09/2021 13:03,254,13,3,14,0,0.002714172,0,background,3,5,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000090.JPG,./dataset_local/000090.png
000091.JPG,systematic,ZA,SA19,2022:01:11 23:02:06,11/01/2022 23:02,11,23,2,5,1,0.065985535,0,background,6,6,True,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000091.JPG,./dataset_local/000091.png
000092.JPG,systematic,ZA,SA21,2022:01:20 09:04:51,20/01/2022 09:04,20,9,4,18,0,0.000756409,1,sunshine,6,6,True,6,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000092.JPG,./dataset_local/000092.png
000093.JPG,strategic,ZA,SA02,2021:12:16 20:01:37,16/12/2021 20:01,350,20,1,0,1,0.065985535,3,hail,5,2,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000093.JPG,./dataset_local/000093.png
000094.JPG,systematic,ZA,SA13,2021:11:23 18:03:03,23/11/2021 18:03,327,18,3,3,0,0.021802368,0,background,3,4,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000094.JPG,./dataset_local/000094.png
000095.JPG,strategic,ZA,SA19,2021:12:16 17:02:18,16/12/2021 17:02,350,17,2,6,0,0.06598553,0,background,6,6,True,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000095.JPG,./dataset_local/000095.png
000096.JPG,systematic,ZA,SA08,2022:03:22 07:02:41,22/03/2022 07:02,81,7,2,4,0,0.004093506,1,sunshine,4,3,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/sunshine/000096.JPG,./dataset_local/000096.png
000097.JPG,systematic,ZA,SA07,2022:02:12 18:02:11,12/02/2022 18:02,43,18,2,12,0,0.007119141,0,background,3,2,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000097.JPG,./dataset_local/000097.png
000098.JPG,systematic,ZA,SA08,2021:12:15 10:03:22,15/12/2021 10:03,349,10,3,7,0,0.001957764,0,background,1,3,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000098.JPG,./dataset_local/000098.png
000099.JPG,systematic,ZA,SA16,2022:02:12 02:02:29,12/02/2022 02:02,43,2,2,8,1,0.065985535,3,hail,3,4,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000099.JPG,./dataset_local/000099.png
000100.JPG,systematic,CH,C18,2021:09:23 00:04:20,23/09/2021 00:04,266,0,4,2,1,0.065985535,0,background,4,5,False,1,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000100.JPG,./dataset_local/000100.png
000101.JPG,systematic,ZA,SA11,2021:12:04 02:00:30,04/12/2021 02:00,338,2,0,5,1,0.065985535,0,background,2,5,False,3,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000101.JPG,./dataset_local/000101.png
000102.JPG,systematic,ZA,SA07,2022:01:27 02:04:11,27/01/2022 02:04,27,2,4,5,1,0.065985535,0,background,2,2,False,2,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/background1/000102.JPG,./dataset_local/000102.png
000103.JPG,strategic,ZA,SA14,2021:12:25 00:04:16,25/12/2021 00:04,359,0,4,1,1,0.06598553,3,hail,3,4,False,5,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/hail/000103.JPG,./dataset_local/000103.png
000104.JPG,strategic,ZA,SA12,2022:04:11 05:02:38,11/04/2022 05:02,101,5,2,-1,1,0.06598553,2,snow,4,3,False,4,/mnt/synas/ngb/AI_DATASETS/zenodo_10137731_weather_ct/images/snow/000104.JPG,./dataset_local/000104.png
